time,base rev,pair1,pair2
2016/11/18 16:00,46.67,127.43,502.67
2016/11/21 16:00,47.69,127.43,510.66
2016/11/22 16:00,48.85,127.43,511.66
2016/11/23 16:00,49.13,127.43,527.31
2016/11/24 16:00,49.73,127.43,523.98
2016/11/25 16:00,51.13,127.43,532.31
2016/11/28 16:00,51.72,127.43,520.98
2016/11/29 16:00,52.96,127.43,524.31
2016/11/30 16:00,51.84,126.93,517.65
2016/12/1 16:00,53,126.27,515.66
2016/12/2 16:00,51.46,123.64,515.66
2016/12/5 16:00,48.9,122.11,521.32
2016/12/6 16:00,48.46,122.33,518.93
2016/12/7 16:00,49.17,123.2,530.62
2016/12/8 16:00,48.93,121.23,561.33
2016/12/9 16:00,49.94,119.26,556.94
2016/12/12 16:00,46.31,102.18,559.86
2016/12/13 16:00,46.14,101.26,601.53
2016/12/14 16:00,45.02,101.26,585.45
2016/12/15 16:00,43.36,101.26,602.99
2016/12/16 16:00,43.6,101.26,593.7
2016/12/19 16:00,42.87,101.26,587.21
2016/12/20 16:00,42.02,101.26,578.81
2016/12/21 16:00,43.28,101.26,579.57
2016/12/22 16:00,43.16,101.26,576.13
2016/12/23 16:00,41.96,101.26,571.55
2016/12/26 16:00,42.59,101.26,577.28
2016/12/27 16:00,42.33,101.26,575.75
2016/12/28 16:00,41.71,101.26,572.31
2016/12/29 16:00,41.53,101.26,567.35
2016/12/30 16:00,42.06,101.26,571.55
2017/1/3 16:00,43.44,101.26,585.3
2017/1/4 16:00,44.56,101.26,587.59
2017/1/5 16:00,44.54,101.26,590.65
2017/1/6 16:00,43.67,101.26,585.3
2017/1/9 16:00,44.37,101.26,584.54
2017/1/10 16:00,44.13,101.26,584.54
2017/1/11 16:00,43.11,99.01,585.3
2017/1/12 16:00,42.39,96.82,586.83
2017/1/13 16:00,42.48,91.56,595.23
2017/1/16 16:00,42.46,91.32,608.98
2017/1/17 16:00,42.76,94.54,604.02
2017/1/18 16:00,43.32,101.79,609.37
2017/1/19 16:00,42.89,98.75,606.69
2017/1/20 16:00,43.98,100.39,609.37
2017/1/23 16:00,44.38,100.39,605.93
2017/1/24 16:00,44.4,98.05,620.06
2017/1/25 16:00,44.89,97.81,620.44
2017/1/26 16:00,45.4,102.02,625.03
2017/2/3 16:00,44.4,102.02,613.57
2017/2/6 16:00,44.77,113.26,610.51
2017/2/7 16:00,44.45,111.38,608.6
2017/2/8 16:00,45.2,113.72,609.75
2017/2/9 16:00,45.76,113.72,614.71
2017/2/10 16:00,46.5,111.85,621.21
2017/2/13 16:00,47.48,110.68,623.88
2017/2/14 16:00,47.46,109.75,620.06
2017/2/15 16:00,46.85,107.41,629.99
2017/2/16 16:00,47.68,108.11,630.38
2017/2/17 16:00,46.84,113.02,625.79
2017/2/20 16:00,48.98,117.47,640.31
2017/2/21 16:00,49.48,117.47,640.69
2017/2/22 16:00,49.77,122.62,640.31
2017/2/23 16:00,49.07,118.4,639.54
2017/2/24 16:00,49.09,116.53,641.45
2017/2/27 16:00,47.9,115.13,640.69
2017/2/28 16:00,48.19,116.53,641.84
2017/3/1 16:00,48.43,115.13,638.02
2017/3/2 16:00,47.43,112.79,628.85
2017/3/3 16:00,47.12,113.02,625.41
2017/3/6 16:00,47.92,115.83,627.32
2017/3/7 16:00,48.24,115.13,634.2
2017/3/8 16:00,48.01,115.6,636.11
2017/3/9 16:00,47.08,112.79,626.94
2017/3/10 16:00,47.12,113.02,621.59
2017/3/13 16:00,48.41,112.79,626.17
2017/3/14 16:00,48.35,117,628.85
2017/3/15 16:00,48.65,124.72,625.41
2017/3/16 16:00,49.42,124.02,627.32
2017/3/17 16:00,47.89,120.98,617.77
2017/3/20 16:00,48.05,129.4,615.86
2017/3/21 16:00,48.77,137.36,615.86
2017/3/22 16:00,48.07,136.66,606.69
2017/3/23 16:00,48.58,136.89,611.28
2017/3/24 16:00,49.77,142.27,616.62
2017/3/27 16:00,49.27,140.17,634.94
2017/3/28 16:00,48.92,134.78,617.48
2017/3/29 16:00,48.72,136.19,611.12
2017/3/30 16:00,47.5,130.1,582.54
2017/3/31 16:00,48.33,134.55,571.42
2017/4/5 16:00,50.38,157.95,591.27
2017/4/6 16:00,50.82,183.69,585.72
2017/4/7 16:00,50.96,181.12,596.04
2017/4/10 16:00,50.43,209.2,575.39
2017/4/11 16:00,50.96,232.6,578.57
2017/4/12 16:00,50.62,199.69,561.1
2017/4/13 16:00,50.84,199.13,548.4
2017/4/14 16:00,49.63,199.13,549.19
2017/4/17 16:00,49.35,193.95,515.84
2017/4/18 16:00,48.61,198.72,503.93
2017/4/19 16:00,47.89,199.04,476.94
2017/4/20 16:00,48.56,194.59,469.79
2017/4/21 16:00,48.79,177.58,422.15
2017/4/24 16:00,47.26,176.9,400.71
2017/4/25 16:00,47.68,176.9,388.01
2017/4/26 16:00,47.86,176.9,407.86
2017/4/27 16:00,47.93,176.9,404.68
2017/4/28 16:00,47.63,176.9,401.51
2017/5/2 16:00,47.06,176.9,401.51
2017/5/3 16:00,46.48,176.9,426.92
2017/5/4 16:00,46.11,176.9,426.12
2017/5/5 16:00,45.17,176.9,411.83
2017/5/8 16:00,44.15,176.9,386.42
2017/5/9 16:00,43.88,176.9,374.51
2017/5/10 16:00,43.25,176.9,372.13
2017/5/11 16:00,44.06,176.9,353.07
2017/5/12 16:00,45.29,176.9,356.25
2017/5/15 16:00,45.89,176.9,360.22
2017/5/16 16:00,47.15,176.9,383.25
2017/5/17 16:00,46.35,176.9,384.83
2017/5/18 16:00,45.84,176.9,373.72
2017/5/19 16:00,46.09,176.9,385.63
2017/5/22 16:00,46.4,176.9,364.98
2017/5/23 16:00,46.96,176.9,341.96
2017/5/24 16:00,46.96,176.9,345.13
2017/5/25 16:00,49.6,174.16,367.37
2017/5/26 16:00,49.37,166.03,368.95
2017/5/31 16:00,49.91,166.36,361.81
2017/6/1 16:00,50.12,156.23,347.52
2017/6/2 16:00,49.63,154.41,359.43
2017/6/5 16:00,48.87,154.41,382.45
2017/6/6 16:00,49.91,154.41,383.25
2017/6/7 16:00,51.67,154.41,387.22
2017/6/8 16:00,52.83,154.41,393.57
2017/6/9 16:00,53.48,154.41,402.3
2017/6/12 16:00,53.41,154.41,376.89
2017/6/13 16:00,53.74,154.41,391.98
2017/6/14 16:00,51.73,154.41,390.39
2017/6/15 16:00,51.45,154.41,395.95
2017/6/16 16:00,51.02,154.41,399.92
2017/6/19 16:00,52.52,154.41,413.42
2017/6/20 16:00,52.21,154.41,415.01
2017/6/21 16:00,53.99,154.41,415.8
2017/6/22 16:00,54.09,154.41,399.13
2017/6/23 16:00,55.49,154.41,406.27
2017/6/26 16:00,57.43,154.41,413.42
2017/6/27 16:00,57.71,154.41,418.18
2017/6/28 16:00,56.49,154.41,408.65
2017/6/29 16:00,57.46,154.41,411.83
2017/6/30 16:00,57.37,154.41,415.01
2017/7/3 16:00,56.69,154.41,411.04
2017/7/4 16:00,55.36,154.41,417.39
2017/7/5 16:00,57.07,154.41,422.15
2017/7/6 16:00,57.08,154.41,421.36
2017/7/7 16:00,56.9,154.41,416.59
2017/7/10 16:00,56.81,154.41,420.56
2017/7/11 16:00,57.54,154.41,415.8
2017/7/12 16:00,57.03,154.41,399.13
2017/7/13 16:00,58.23,154.41,390.39
2017/7/14 16:00,58.93,154.41,394.36
2017/7/17 16:00,57.23,154.41,369.75
2017/7/18 16:00,57.39,154.41,362.6
2017/7/19 16:00,60.07,154.41,372.13
2017/7/20 16:00,60.85,154.41,370.54
2017/7/21 16:00,60.02,154.41,376.1
2017/7/24 16:00,60.66,154.41,375.31
2017/7/25 16:00,59.64,154.41,372.13
2017/7/26 16:00,59.03,154.41,366.57
2017/7/27 16:00,59.32,154.41,365.78
2017/7/28 16:00,59.74,154.41,364.98
2017/7/31 16:00,60.42,154.41,363.4
2017/8/1 16:00,61.82,154.41,357.84
2017/8/2 16:00,61.41,154.41,349.9
2017/8/3 16:00,59.99,154.41,353.07
2017/8/4 16:00,59.12,154.41,364.98
2017/8/7 16:00,59.95,154.41,361.01
2017/8/8 16:00,60.18,154.41,357.84
2017/8/9 16:00,60.13,154.41,360.22
2017/8/10 16:00,59.48,154.41,350.69
2017/8/11 16:00,56.54,154.41,349.9
2017/8/14 16:00,58.57,154.41,353.87
2017/8/15 16:00,59.06,156.34,359.43
2017/8/16 16:00,58.86,154.08,359.43
2017/8/17 16:00,59.71,157.34,369.75
2017/8/18 16:00,59.86,156.09,393.57
2017/8/21 16:00,60.56,163.37,394.36
2017/8/22 16:00,61.04,182.69,393.57
2017/8/23 16:00,61.2,167.89,395.16
2017/8/24 16:00,60.28,167.63,400.71
2017/8/25 16:00,62.91,167.89,397.54
2017/8/28 16:00,64.92,168.89,395.16
2017/8/29 16:00,64.57,165.12,394.36
2017/8/30 16:00,64.56,164.87,400.71
2017/8/31 16:00,64.04,162.11,405.48
2017/9/1 16:00,64.4,164.87,409.45
2017/9/4 16:00,65.05,172.65,402.3
2017/9/5 16:00,65.54,168.64,398.33
2017/9/6 16:00,65.21,166.63,407.86
2017/9/7 16:00,64.37,165.38,407.86
2017/9/8 16:00,64.2,161.11,424.53
2017/9/11 16:00,64.19,161.61,427.71
2017/9/12 16:00,64.72,155.59,415.8
2017/9/13 16:00,64.92,160.61,413.42
2017/9/14 16:00,64.37,159.85,421.36
2017/9/15 16:00,64.43,160.61,418.98
2017/9/18 16:00,64.94,165.88,418.18
2017/9/19 16:00,64.47,163.12,413.42
2017/9/20 16:00,64.91,165.12,415.8
2017/9/21 16:00,64.71,158.35,419.77
2017/9/22 16:00,64.71,155.59,421.36
2017/9/25 16:00,63.85,150.32,395.16
2017/9/26 16:00,63.98,152.83,395.16
2017/9/27 16:00,64,153.33,401.51
2017/9/28 16:00,64.06,152.83,392.77
2017/9/29 16:00,64.65,154.58,407.07
2017/10/9 16:00,66.62,155.34,405.48
2017/10/10 16:00,66.94,158.1,403.1
2017/10/11 16:00,67.5,158.85,399.92
2017/10/12 16:00,67.94,160.36,401.51
2017/10/13 16:00,68.28,165.38,404.68
2017/10/16 16:00,67.96,156.84,397.54
2017/10/17 16:00,67.94,154.58,392.77
2017/10/18 16:00,69.28,157.85,387.22
2017/10/19 16:00,68.72,153.08,367.37
2017/10/20 16:00,68.53,153.33,376.1
2017/10/23 16:00,68.7,158.6,399.92
2017/10/24 16:00,69.93,154.83,405.48
2017/10/25 16:00,70.68,157.85,410.24
2017/10/26 16:00,71.4,155.84,410.24
2017/10/27 16:00,72.61,156.84,410.24
2017/10/30 16:00,72.09,146.55,410.24
2017/10/31 16:00,71.96,146.05,410.24
2017/11/1 16:00,71.53,146.48,410.24
2017/11/2 16:00,71.55,146.48,410.24
2017/11/3 16:00,71.36,146.48,410.24
2017/11/6 16:00,72.57,146.48,410.24
2017/11/7 16:00,74,146.48,410.24
2017/11/8 16:00,73.73,146.48,410.24
2017/11/9 16:00,74.93,146.48,410.24
2017/11/10 16:00,76.47,146.48,410.24
2017/11/13 16:00,77.17,146.48,410.24
2017/11/14 16:00,75.94,146.48,410.24
2017/11/15 16:00,74.83,146.48,410.24
2017/11/16 16:00,76.18,146.48,410.24
2017/11/17 16:00,76.86,146.48,410.24
2017/11/20 16:00,77.84,146.48,410.24
2017/11/21 16:00,81.01,146.48,410.24
2017/11/22 16:00,81.44,146.48,410.24
2017/11/23 16:00,76.07,146.48,410.24
2017/11/24 16:00,76.14,146.48,410.24
2017/11/27 16:00,73.82,146.48,410.24
2017/11/28 16:00,74.07,146.48,410.24
2017/11/29 16:00,73.98,146.48,410.24
2017/11/30 16:00,71.93,146.48,410.24
2017/12/1 16:00,71.59,146.48,410.24
2017/12/4 16:00,72.48,146.48,410.24
2017/12/5 16:00,73.4,146.48,410.24
2017/12/6 16:00,72.35,146.48,410.24
2017/12/7 16:00,70.43,146.48,410.24
2017/12/8 16:00,71.82,146.48,410.24
2017/12/11 16:00,74.65,146.48,410.24
2017/12/12 16:00,72.36,146.48,410.24
2017/12/13 16:00,73.82,146.48,410.24
2017/12/14 16:00,72.79,146.48,410.24
2017/12/15 16:00,70.85,146.48,410.24
2017/12/18 16:00,71.04,146.48,410.24
2017/12/19 16:00,73.19,146.48,410.24
2017/12/20 16:00,72.98,146.48,410.24
2017/12/21 16:00,74.58,146.41,410.24
2017/12/22 16:00,74.01,142.68,410.24
2017/12/25 16:00,73.45,136.65,410.24
2017/12/26 16:00,73.97,139.23,410.24
2017/12/27 16:00,71.29,136.36,410.24
2017/12/28 16:00,72.48,141.53,410.24
2017/12/29 16:00,73,141.53,410.24
2018/1/2 16:00,75.42,143.82,410.24
2018/1/3 16:00,76.45,157.03,410.24
2018/1/4 16:00,77.2,152.72,410.24
2018/1/5 16:00,77.63,155.88,410.24
2018/1/8 16:00,78.55,155.3,410.24
2018/1/9 16:00,79.8,151,410.24
2018/1/10 16:00,80.59,152.72,410.24
2018/1/11 16:00,80.5,151.57,410.24
2018/1/12 16:00,81.33,149.28,410.24
2018/1/15 16:00,81.34,140.09,410.24
2018/1/16 16:00,82.76,142.68,410.24
2018/1/17 16:00,82.32,146.12,410.24
2018/1/18 16:00,83.32,151.29,410.24
2018/1/19 16:00,83.92,148.7,410.24
2018/1/22 16:00,86.12,147.84,410.24
2018/1/23 16:00,88.09,149.28,410.24
2018/1/24 16:00,88.4,149.85,410.24
2018/1/25 16:00,87.34,148.13,410.24
2018/1/26 16:00,88.04,144.4,410.24
2018/1/29 16:00,84.63,142.96,410.24
2018/1/30 16:00,82.66,142.39,410.24
2018/1/31 16:00,83.51,135.5,410.24
2018/2/1 16:00,82.23,136.63,410.24
2018/2/2 16:00,83.31,136.63,410.24
2018/2/5 16:00,83.44,136.63,410.24
2018/2/6 16:00,78.06,136.63,410.24
2018/2/7 16:00,73.84,136.63,410.24
2018/2/8 16:00,72.19,136.63,410.24
2018/2/9 16:00,64.83,136.63,410.24
2018/2/12 16:00,66.95,136.63,410.24
2018/2/13 16:00,68.91,136.63,410.24
2018/2/14 16:00,70.25,136.63,410.24
2018/2/22 16:00,73.93,136.63,410.24
2018/2/23 16:00,74.72,136.63,410.24
2018/2/26 16:00,76.75,136.63,410.24
2018/2/27 16:00,74.2,136.63,410.24
2018/2/28 16:00,72.69,136.63,410.24
2018/3/1 16:00,73.78,136.63,410.24
2018/3/2 16:00,72.38,136.63,410.24
2018/3/5 16:00,72.45,136.63,410.24
2018/3/6 16:00,74.53,136.63,410.24
2018/3/7 16:00,73.24,136.63,410.24
2018/3/8 16:00,75,136.63,410.24
2018/3/9 16:00,76.34,136.63,410.24
2018/3/12 16:00,77.15,136.63,410.24
2018/3/13 16:00,75.59,136.63,410.24
2018/3/14 16:00,74.82,136.63,410.24
2018/3/15 16:00,75.8,136.63,410.24
2018/3/16 16:00,74.09,136.63,410.24
2018/3/19 16:00,74.86,136.63,410.24
2018/3/20 16:00,75.01,136.63,410.24
2018/3/21 16:00,74.29,136.63,410.24
2018/3/22 16:00,72.54,136.63,410.24
2018/3/23 16:00,67.59,136.63,410.24
2018/3/26 16:00,66.52,136.63,410.24
2018/3/27 16:00,67.95,136.63,410.24
2018/3/28 16:00,64.92,136.63,410.24
2018/3/29 16:00,67.12,136.63,410.24
2018/3/30 16:00,67.32,136.63,410.24
2018/4/2 16:00,66.82,136.63,410.24
2018/4/3 16:00,65.77,136.63,410.24
2018/4/4 16:00,65.44,136.63,410.24
2018/4/9 16:00,65.36,136.63,410.24
2018/4/10 16:00,68.55,136.63,410.24
2018/4/11 16:00,69.03,136.63,410.24
2018/4/12 16:00,67.32,136.63,410.24
2018/4/13 16:00,66.14,136.63,410.24
2018/4/16 16:00,63.47,136.63,410.24
2018/4/17 16:00,60.88,136.63,410.24
2018/4/18 16:00,61.64,136.63,410.24
2018/4/19 16:00,63.6,136.63,410.24
2018/4/20 16:00,61.41,136.63,410.24
2018/4/23 16:00,61.64,136.63,410.24
2018/4/24 16:00,64.95,136.63,410.24
2018/4/25 16:00,64.32,136.63,410.24
2018/4/26 16:00,61.18,136.63,410.24
2018/4/27 16:00,61.24,136.63,410.24
2018/5/2 16:00,61.53,136.63,410.24
2018/5/3 16:00,62.79,136.63,384.83
2018/5/4 16:00,62,136.63,360.22
2018/5/7 16:00,64.56,136.63,363.4
2018/5/8 16:00,66.46,136.63,365.78
2018/5/9 16:00,66.16,136.63,363.4
2018/5/10 16:00,67.08,136.63,352.28
2018/5/11 16:00,66.21,136.63,347.52
2018/5/14 16:00,67.78,136.63,326.87
2018/5/15 16:00,68.41,136.63,332.43
2018/5/16 16:00,67.07,136.63,351.49
2018/5/17 16:00,65.84,136.63,348.31
2018/5/18 16:00,67.51,136.63,351.49
2018/5/21 16:00,68.29,136.63,357.84
2018/5/22 16:00,67.65,136.63,351.49
2018/5/23 16:00,65.43,136.63,348.31
2018/5/24 16:00,64.26,136.63,336.4
2018/5/25 16:00,63.8,136.63,331.64
2018/5/28 16:00,64.52,136.63,324.49
2018/5/29 16:00,63.26,136.63,323.7
2018/5/30 16:00,59.8,136.63,302.26
2018/5/31 16:00,63.19,136.63,284.79
2018/6/1 16:00,61.83,136.63,287.17
2018/6/4 16:00,63.41,136.63,268.12
2018/6/5 16:00,65.03,136.63,267.32
2018/6/6 16:00,64.69,136.63,267.32
2018/6/7 16:00,64.42,136.63,285.58
2018/6/8 16:00,62.21,136.63,289.55
2018/6/11 16:00,62.23,136.63,281.61
2018/6/12 16:00,64.2,136.63,287.97
2018/6/13 16:00,62.59,136.63,292.73
2018/6/14 16:00,61.95,136.63,301.46
2018/6/15 16:00,61.09,136.63,292.73
2018/6/19 16:00,55.41,136.63,272.88
2018/6/20 16:00,56.03,136.63,259.38
2018/6/21 16:00,54.2,136.63,253.03
2018/6/22 16:00,54.89,136.63,257
2018/6/25 16:00,52.81,136.63,262.56
2018/6/26 16:00,51.55,136.63,272.88
2018/6/27 16:00,48.46,136.63,263.08
2018/6/28 16:00,46.93,136.63,256.45
2018/6/29 16:00,50.68,136.63,264.59
2018/7/2 16:00,46.26,136.63,250.79
2018/7/3 16:00,46.32,136.63,247.76
2018/7/4 16:00,44.37,136.63,245.41
2018/7/5 16:00,43.45,136.63,250.79
2018/7/6 16:00,44.42,136.63,256.31
2018/7/9 16:00,48.46,136.63,271.63
2018/7/10 16:00,48.82,136.63,269.56
2018/7/11 16:00,46.24,136.63,266.8
2018/7/12 16:00,49.4,136.63,268.41
2018/7/13 16:00,49.9,136.63,271.08
2018/7/16 16:00,49.01,136.63,263.19
2018/7/17 16:00,48.04,136.63,258.96
2018/7/18 16:00,47.27,136.63,257.83
2018/7/19 16:00,47.14,136.63,262.48
2018/7/20 16:00,49.91,136.63,287.3
2018/7/23 16:00,51.32,136.63,294.07
2018/7/24 16:00,53.72,136.63,292.52
2018/7/25 16:00,53.55,136.63,299.14
2018/7/26 16:00,51.77,136.63,297.73
2018/7/27 16:00,51.12,136.63,297.31
2018/7/30 16:00,50.86,136.63,304.64
2018/7/31 16:00,50.97,136.63,301.54
2018/8/1 16:00,47.95,136.63,294.21
2018/8/2 16:00,44.67,136.63,284.48
2018/8/3 16:00,42.28,136.63,285.33
2018/8/6 16:00,40.48,136.63,290.26
2018/8/7 16:00,44.58,136.63,302.81
2018/8/8 16:00,42.25,136.63,301.71
2018/8/9 16:00,45.81,136.63,307.74
2018/8/10 16:00,46.14,136.63,328.43
2018/8/13 16:00,45.51,136.63,334.47
2018/8/14 16:00,44.76,136.63,338.78
2018/8/15 16:00,41.28,136.63,342.22
2018/8/16 16:00,40.63,136.63,344.19
2018/8/17 16:00,38.61,136.63,340.53
2018/8/20 16:00,40.22,136.63,347.84
2018/8/21 16:00,42.77,136.63,350.16
2018/8/22 16:00,41.97,136.63,349.17
2018/8/23 16:00,42.49,136.63,353.48
2018/8/24 16:00,42.72,136.63,360.12
2018/8/27 16:00,46.2,136.63,374.07
2018/8/28 16:00,45.93,136.63,375.39
2018/8/29 16:00,45.34,136.63,367.67
2018/8/30 16:00,43.82,136.63,371.46
2018/8/31 16:00,43.11,136.63,372.41
2018/9/3 16:00,42.57,136.63,381.89
2018/9/4 16:00,44.37,136.63,382.83
2018/9/5 16:00,41.55,136.63,399.9
2018/9/6 16:00,40.04,136.63,393.26
2018/9/7 16:00,40.67,136.63,382.83
2018/9/10 16:00,38.63,136.63,374.3
2018/9/11 16:00,38.38,136.63,374.3
2018/9/12 16:00,37.42,136.63,375.25
2018/9/13 16:00,38.91,136.63,375.25
2018/9/14 16:00,39.14,136.63,372.41
2018/9/17 16:00,37.55,136.63,352.5
2018/9/18 16:00,40.32,136.63,363.87
2018/9/19 16:00,42.16,136.63,366.72
2018/9/20 16:00,42.06,136.63,364.82
2018/9/21 16:00,46.37,136.63,363.87
2018/9/25 16:00,45.05,136.63,361.98
2018/9/26 16:00,46.66,136.63,364.82
2018/9/27 16:00,46.07,136.63,361.03
2018/9/28 16:00,47.59,136.63,363.87
2018/10/8 16:00,41.24,136.63,353.45
2018/10/9 16:00,41.14,136.63,341.12
2018/10/10 16:00,40.84,136.63,343.97
2018/10/11 16:00,34.08,136.63,322.16
2018/10/12 16:00,36.08,136.63,306.05
2018/10/15 16:00,34.18,136.63,305.1
2018/10/16 16:00,33.09,136.63,285.19
2018/10/17 16:00,33.83,136.63,269.07
2018/10/18 16:00,30.66,136.63,251.06
2018/10/19 16:00,34.55,136.63,240.63
2018/10/22 16:00,40.35,136.63,257.7
2018/10/23 16:00,36.63,136.63,265.28
2018/10/24 16:00,36.83,136.63,276.66
2018/10/25 16:00,37.09,136.63,282.35
2018/10/26 16:00,36.21,136.63,288.03
2018/10/29 16:00,32.05,136.63,288.03
2018/10/30 16:00,33.49,136.63,288.03
2018/10/31 16:00,35.36,136.63,294.67
2018/11/1 16:00,36.35,136.63,291.83
2018/11/2 16:00,41.21,136.63,295.62
2018/11/5 16:00,40.03,136.63,304.15
2018/11/6 16:00,39.19,136.63,302.25
2018/11/7 16:00,38.28,136.63,309.84
2018/11/8 16:00,37.89,136.63,321.21
2018/11/9 16:00,35.94,136.63,317.42
2018/11/12 16:00,37.56,141.19,326.9
2018/11/13 16:00,38.94,149.87,335.43
2018/11/14 16:00,37.55,154.51,337.33
2018/11/15 16:00,39.16,152.77,337.33
2018/11/16 16:00,39.81,153.35,336.38
2018/11/19 16:00,41.4,166.09,341.12
2018/11/20 16:00,38.13,148.72,340.17
2018/11/21 16:00,38.47,148.14,355.34
2018/11/22 16:00,37.96,146.98,350.6
2018/11/23 16:00,34.91,131.35,327.85
2018/11/26 16:00,34.82,134.24,308.89
2018/11/27 16:00,34.64,135.4,312.68
2018/11/28 16:00,36.43,136.56,317.42
2018/11/29 16:00,34.66,128.45,309.84
2018/11/30 16:00,36.17,126.42,313.63
2018/12/3 16:00,39.95,126.42,323.11
2018/12/4 16:00,40.24,129.13,325.95
2018/12/5 16:00,39.57,126.35,323.11
2018/12/6 16:00,36.55,120.24,321.21
2018/12/7 16:00,36.55,127.46,338.28
2018/12/10 16:00,34.97,119.12,331.64
2018/12/11 16:00,35.61,120.79,336.38
2018/12/12 16:00,36.08,120.24,336.38
2018/12/13 16:00,38.18,122.46,334.49
2018/12/14 16:00,35.87,116.9,338.28
2018/12/17 16:00,35.67,114.4,341.12
2018/12/18 16:00,34.27,114.4,339.23
2018/12/19 16:00,32.66,114.4,327.85
2018/12/20 16:00,31.65,114.4,321.21
2018/12/21 16:00,30.02,114.4,311.33
2018/12/24 16:00,30.39,114.4,312.3
2018/12/25 16:00,29.5,114.4,309.71
2018/12/26 16:00,28.84,114.4,302.58
2018/12/27 16:00,28.35,114.4,302.58
2018/12/28 16:00,29.21,114.4,308.25
